provider,codeKey,displayName,domain,family,subFamily,proprietary,description,sourceDocument,isActive
danskebank,ACMT/MCOP/CHRG,Charges,ACMT,MCOP,CHRG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MCOP/COMM,Commission,ACMT,MCOP,COMM,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MCOP/INTR,Interest,ACMT,MCOP,INTR,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MCOP/TAXE,Taxes,ACMT,MCOP,TAXE,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MDOP/CHRG,Charges,ACMT,MDOP,CHRG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MDOP/COMM,Commission,ACMT,MDOP,COMM,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MDOP/INTR,Interest,ACMT,MDOP,INTR,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/MDOP/TAXE,Taxes,ACMT,MDOP,TAXE,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,ACMT/NTAV/NTAV,Not Available,ACMT,NTAV,NTAV,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/CAJT,Credit Adjustment,CAMT,ACCB,CAJT,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/DAJT,Debit Adjustment,CAMT,ACCB,DAJT,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/NTAV,Not Available,CAMT,ACCB,NTAV,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/SWEP,Sweeping,CAMT,ACCB,SWEP,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/TOPG,Topping,CAMT,ACCB,TOPG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/XBRD,Cross-Border Sweeping,CAMT,ACCB,XBRD,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/ACCB/ZABA,Zero Balancing,CAMT,ACCB,ZABA,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,CAMT/NTAV/NTAV,Not Available,CAMT,NTAV,NTAV,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,DERV/NTAV/NTAV,Not Available,DERV,NTAV,NTAV,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/CSLN/CHRG,Charges,LDAS,CSLN,CHRG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/CSLN/COMM,Commission,LDAS,CSLN,COMM,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/CSLN/DDWN,Drawdown,LDAS,CSLN,DDWN,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/CSLN/INTR,Interest,LDAS,CSLN,INTR,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/MCOP/CHRG,Charges,LDAS,MCOP,CHRG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/MCOP/INTR,Interest,LDAS,MCOP,INTR,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
danskebank,LDAS/MDOP/CHRG,Charges,LDAS,MDOP,CHRG,,ISO codes from Danske Bank appendix (Finland proprietary section excluded),https://danskeci.com/-/media/pdf/danskeci-com/iso-20022-xml/banktransactioncode_appendix.pdf?rev=ea7d8b725e954289b4c20b4af8f4d936&hash=F85339238E79F884135190768D6360CF,true
