Artskonto;Omkostningssted;PSP-element;Profitcenter;Ordre;Debet/kredit;Beløb;Næste agent;Tekst;Betalingsart;Påligningsår;Betalingsmodtagernr.;Betalingsmodtagernr.kode;Ydelsesmodtagernr.;Ydelsesmodtagernr.kode;Ydelsesperiode fra;Ydelsesperiode til;Oplysningspligtnr.;Oplysningspligtmodtagernr.kode;Oplysningspligtkode;Netværk;Operation;Mængde;Mængdeenhed;Referencenøgle
90540000;;;;;Kredit;2.689,00;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;2.689,00;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;13.308,55;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;13.308,55;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;5.687,93;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;5.687,93;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.003.872,49;;H59087649880000933758;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;1.003.872,49;;H59087649880000933758;;;;;;;;;;;;;;;;
90540000;;;;;Debet;75.115,59;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407004;;;;;Kredit;75.115,59;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;178,05;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407004;;;;;Kredit;178,05;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;246.776,70;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407030;;;;;Kredit;246.776,70;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;3.060,00;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407005;;;;;Kredit;3.060,00;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Debet;4.977.682,73;;Indtægter via FIK;;;;;;;;;;;;;;;;
91407003;;;;;Kredit;4.977.682,73;;Indtægter via FIK;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;1.561,84;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;1.561,84;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;29.921,87;;RG-250505 29 ACONTO;;;;;;;;;;;;;;;;
95910014;;;;;Debet;29.921,87;;RG-250505 29 ACONTO;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;550.688,18;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;550.688,18;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;30,61;;NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;30,61;;NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;411,15;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;411,15;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;224,52;;Cap NKS-KY;;;;;;;;;;;;;;;;
95931701;;;;;Debet;224,52;;Cap NKS-KY;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;2.294,58;;Cap RJ-250505 29 ACONTO;;;;;;;;;;;;;;;;
95910014;;;;;Debet;2.294,58;;Cap RJ-250505 29 ACONTO;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;290,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;894,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;150,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;150,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
95931206;;;;;Kredit;1.034,00;;Indtægter via Dankort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;390,00;;Indtægter via betalingskort - Kasernen;;;;;;;;;;;;;;;;
72000000;;XG-0000005228-00003;;;Kredit;390,00;;Indtægter via betalingskort - Kasernen;;;;;;;;;;;;;;;;
90540000;;;;;Debet;81,00;;Indtægter via betalingskort - Sundhedshuset;;;;;;;;;;;;;;;;
72000000;;XG-0000005228-00003;;;Kredit;81,00;;Indtægter via betalingskort - Sundhedshuset;;;;;;;;;;;;;;;;
90540000;;;;;Debet;76,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00031;;;Kredit;76,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;60,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00045;;;Kredit;60,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.828,00;;Indtægter via betalingskort - Laksetorvet;;;;;;;;;;;;;;;;
72000000;;XG-0000005228-00003;;;Kredit;2.828,00;;Indtægter via betalingskort - Laksetorvet;;;;;;;;;;;;;;;;
90540000;;;;;Debet;95,40;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004024-00003;;;Kredit;95,40;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;150,00;;Dankort-salg 01.05 5078318 2817;;;;;;;;;;;;;;;;
79000000;;XG-0000002667-00008;;;Kredit;150,00;;Dankort-salg 01.05 5078318 2817;;;;;;;;;;;;;;;;
90540000;;;;;Debet;750,00;;Dankort-salg 01.05 5078318 2815;;;;;;;;;;;;;;;;
79000000;;XG-0000002667-00008;;;Kredit;750,00;;Dankort-salg 01.05 5078318 2815;;;;;;;;;;;;;;;;
90540000;;;;;Debet;300,00;;Dankort-salg 01.05 5078318 2814;;;;;;;;;;;;;;;;
79000000;;XG-0000002667-00008;;;Kredit;300,00;;Dankort-salg 01.05 5078318 2814;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;680,00;;Dankort-salg 01.05 5078318 2808;;;;;;;;;;;;;;;;
79000000;;XG-0000002667-00008;;;Debet;680,00;;Dankort-salg 01.05 5078318 2808;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;300,00;;Dankort-salg 01.05 5078318 2806;;;;;;;;;;;;;;;;
79000000;;XG-0000002667-00008;;;Debet;300,00;;Dankort-salg 01.05 5078318 2806;;;;;;;;;;;;;;;;
90540000;;;;;Debet;193,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;193,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;240,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;240,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;393,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;393,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;936,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;936,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;223,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;223,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;17,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;17,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;373,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;373,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;30,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;30,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;179,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;179,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;123,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;123,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;97,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;97,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;114,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;114,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;183,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;183,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;161,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;161,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;76,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;76,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;82,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;82,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;401,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;401,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;236,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;236,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;524,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;524,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;33,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;33,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;11,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;11,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;135,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;135,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;282,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;282,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;272,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;272,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;120,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;124,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;124,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;146,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;146,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;16,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;16,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.478,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
79000000;;XG-0000005096-00001;;;Kredit;1.478,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.860,00;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
79000000;;XG-0000005094-00001;;;Kredit;2.860,00;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
90540000;;;;;Debet;4.740,00;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
79000000;;XG-0000005094-00001;;;Kredit;4.740,00;;Indtægter via betalingskort 4862899;;;;;;;;;;;;;;;;
90540000;;;;;Debet;160,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;160,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.434,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;1.434,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.534,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00044;;;Kredit;2.534,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;182,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00027;;;Kredit;182,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;323,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00038;;;Kredit;323,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;33,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00030;;;Kredit;33,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;242,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00028;;;Kredit;242,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;44,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00033;;;Kredit;44,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;178,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00046;;;Kredit;178,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;165,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00041;;;Kredit;165,00;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;1.000,00;;H59087649880000933674;;;;;;;;;;;;;;;;
95990009;;;;;Debet;1.000,00;;H59087649880000933674;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;14.009,71;;H59087649880000933673;;;;;;;;;;;;;;;;
95990009;;;;;Debet;14.009,71;;H59087649880000933673;;;;;;;;;;;;;;;;
90540000;;;;;Kredit;2.094,73;;H59087649880000933672;;;;;;;;;;;;;;;;
95990009;;;;;Debet;2.094,73;;H59087649880000933672;;;;;;;;;;;;;;;;
90540000;;;;;Debet;45.441,00;;E-penge;;;;;;;;;;;;;;;;
72000000;;XG-0000005228-00003;;;Kredit;45.441,00;;E-penge;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.838,00;;Udbetaling Danmark Bidrag;;;;;;;;;;;;;;;;
95920000;;;;;Kredit;2.838,00;;Udbetaling Danmark Bidrag;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.914.410,54;;Overførsel 184888084273 Gældst;;;;;;;;;;;;;;;;
91407020;;;;;Kredit;1.914.410,54;;Overførsel 184888084273 Gældst;;;;;;;;;;;;;;;;
90540000;;;;;Debet;397,44;;H59087649880000933667;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;397,44;;H59087649880000933667;;;;;;;;;;;;;;;;
90540000;;;;;Debet;113,67;;Indtægter via internationale kort;;;;;;;;;;;;;;;;
95941202;;;;;Kredit;113,67;;Indtægter via internationale kort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;610,54;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
72000000;;XG-0000003040-00046;;;Kredit;610,54;;Indtægter via betalingskort;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.171.750,00;;H59087649880000933664;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;2.171.750,00;;H59087649880000933664;;;;;;;;;;;;;;;;
90540000;;;;;Debet;77,69;;Overførsel 2025-03 Vindstød;;;;;;;;;;;;;;;;
72000000;;XG-0000005311-00001;;;Kredit;77,69;;Overførsel 2025-03 Vindstød;;;;;;;;;;;;;;;;
90540000;;;;;Debet;78.990,85;;H59087649880000933662;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;78.990,85;;H59087649880000933662;;;;;;;;;;;;;;;;
90540000;;;;;Debet;2.132,34;;H59087649880000933661;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;2.132,34;;H59087649880000933661;;;;;;;;;;;;;;;;
90540000;;;;;Debet;40.352,22;;H59087649880000933660;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;40.352,22;;H59087649880000933660;;;;;;;;;;;;;;;;
90540000;;;;;Debet;344.250,52;;H59087649880000933659;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;344.250,52;;H59087649880000933659;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.000.000,00;;H59087649880000933658;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;1.000.000,00;;H59087649880000933658;;;;;;;;;;;;;;;;
90540000;;;;;Debet;1.473,16;;H59087649880000933657;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;1.473,16;;H59087649880000933657;;;;;;;;;;;;;;;;
90540000;;;;;Debet;15.850,00;;H59087649880000933656;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;15.850,00;;H59087649880000933656;;;;;;;;;;;;;;;;
90540000;;;;;Debet;16.865,28;;H59087649880000933655;;;;;;;;;;;;;;;;
95990009;;;;;Kredit;16.865,28;;H59087649880000933655;;;;;;;;;;;;;;;;
90540000;;;;;Debet;150,00;;Overførsel N42250770296;;;;;;;;;;;;;;;;
79000000;;XG-0000003057-00002;;;Kredit;150,00;;Overførsel N42250770296;;;;;;;;;;;;;;;;
90540000;;;;;Debet;450.468.835,31;;0019;;;;;;;;;;;;;;;;
90520001;;;;;Kredit;450.468.835,31;;0019;;;;;;;;;;;;;;;;
90540000;;;;;Debet;840,00;;Overførsel N54102770178;;;;;;;;;;;;;;;;
95930015;;;;;Kredit;840,00;;Overførsel N54102770178;;;;;;;;;;;;;;;;
90540000;;;;;Debet;3.811,38;;Overførsel N36549770446;;;;;;;;;;;;;;;;
91407040;;;;;Kredit;3.811,38;;Overførsel N36549770446;;;;;;;;;;;;;;;;
90540000;;;;;Debet;33.365,19;;Overførsel N27026770279;;;;;;;;;;;;;;;;
95950005;;;;;Kredit;33.365,19;;Overførsel N27026770279;;;;;;;;;;;;;;;;
90540000;;;;;Debet;495,05;;Indtægter via MobilePay;;;;;;;;;;;;;;;;
79000000;;XG-0000005285-00040;;;Kredit;495,05;;Indtægter via MobilePay;;;;;;;;;;;;;;;;
90540000;;;;;Debet;69,30;;Indtægter via MobilePay;;;;;;;;;;;;;;;;
72000000;;XG-0000002448-00007;;;Kredit;69,30;;Indtægter via MobilePay;;;;;;;;;;;;;;;;
90540000;;;;;Debet;488,50;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00044;;;Kredit;488,50;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;105,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00041;;;Kredit;105,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;130,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00033;;;Kredit;130,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;79,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00040;;;Kredit;79,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;52,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00048;;;Kredit;52,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;148,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00039;;;Kredit;148,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;165.491,22;;Mobilepay 4000000000010105250;;;;;;;;;;;;;;;;
91407041;;;;;Kredit;165.491,22;;Mobilepay 4000000000010105250;;;;;;;;;;;;;;;;
90540000;;;;;Debet;336,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00038;;;Kredit;336,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;315,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00030;;;Kredit;315,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;432,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00046;;;Kredit;432,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;17,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00036;;;Kredit;17,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
90540000;;;;;Debet;223,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;
72000000;;XG-0000004526-00045;;;Kredit;223,00;;Indtægter via MobilePay (OnlinePOS);;;;;;;;;;;;;;;;

